 market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year
 Services ,"150,000",operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Advertising , -   ,operating,USA,CA,San Diego,San Diego,1,11/18/10,2010-11,2010-Q4,2010
 Lead Generation ,"5,665,000",operating,USA,GA,Atlanta,Roswell,2,1/1/10,2010-01,2010-Q1,2010
 Marketplaces , -   ,operating,USA,CA,Los Angeles,Woodland Hills,1,5/7/10,2010-05,2010-Q2,2010
 Software ,"1,329,632",operating,USA,CA,Los Angeles,Rancho Santa Margarita,2,1/1/10,2010-01,2010-Q1,2010
 Music ,"40,000",operating,USA,NY,New York City,Brooklyn,1,12/1/10,2010-12,2010-Q4,2010
 Enterprise Software ,"30,600,000",operating,USA,CA,SF Bay Area,Redwood City,3,1/1/10,2010-01,2010-Q1,2010
 Software ,"4,000,000",operating,USA,WA,Seattle,Bellevue,1,1/1/10,2010-01,2010-Q1,2010
 Curated Web ,"415,000",operating,USA,NY,New York City,New York,1,9/1/10,2010-09,2010-Q3,2010
 Finance ,"2,350,000",operating,USA,CA,SF Bay Area,Palo Alto,3,10/1/10,2010-10,2010-Q4,2010
 Digital Media ,"33,648,126",operating,USA,NY,New York City,New York,4,6/15/10,2010-06,2010-Q2,2010
 Analytics ,"1,900,000",operating,USA,CA,SF Bay Area,San Francisco,5,1/1/10,2010-01,2010-Q1,2010
 Social Network Media ,"100,000",operating,USA,CA,Los Angeles,Rancho Palos Verdes,1,10/1/10,2010-10,2010-Q4,2010
 Games ,"2,927,500",operating,USA,CA,SF Bay Area,Emeryville,2,1/1/10,2010-01,2010-Q1,2010
 Business Intelligence ,"1,075,000",operating,USA,CA,San Diego,San Diego,3,1/1/10,2010-01,2010-Q1,2010
 Curated Web ,"1,700,000",operating,USA,OH,Cincinnati,Mason,2,3/1/10,2010-03,2010-Q1,2010
 Consulting ,"3,000,000",operating,USA,CA,SF Bay Area,Cupertino,1,11/9/10,2010-11,2010-Q4,2010
 Curated Web ,"300,000",operating,USA,NY,New York City,New York,1,5/1/10,2010-05,2010-Q2,2010
 Finance ,"12,325,014",operating,USA,NY,New York City,New York,4,12/1/10,2010-12,2010-Q4,2010
 Analytics ,"1,537,909",operating,USA,NY,New York City,New York,3,1/1/10,2010-01,2010-Q1,2010
 PC Gaming ,"2,258,000",operating,USA,MA,Boston,Somerville,6,9/1/10,2010-09,2010-Q3,2010
 Software ,"75,000",operating,USA,MO,St. Louis,St Louis,1,1/1/10,2010-01,2010-Q1,2010
,"1,185,000",operating,USA,NY,New York City,Brooklyn,1,1/1/10,2010-01,2010-Q1,2010
 Local Businesses ,"4,899,605",acquired,USA,CA,SF Bay Area,San Francisco,3,1/1/10,2010-01,2010-Q1,2010
 Mobile ,"1,300,000",operating,USA,TX,Dallas,Dallas,3,1/1/10,2010-01,2010-Q1,2010
 Enterprise Software ,"4,100,000",acquired,USA,TX,Austin,Austin,2,6/1/10,2010-06,2010-Q2,2010
 Health Care ,"255,000",operating,USA,MN,Minneapolis,Saint Paul,2,1/1/10,2010-01,2010-Q1,2010
 Health Care ,"1,060,000",operating,USA,OH,Dayton,Miamisburg,1,1/1/10,2010-01,2010-Q1,2010
 Craft Beer , -   ,operating,USA,AR,AR - Other,Springdale,1,1/1/10,2010-01,2010-Q1,2010
 Hardware + Software ,"60,000",operating,USA,CA,Los Angeles,Manhattan Beach,1,1/1/10,2010-01,2010-Q1,2010
 Security ,"322,500",operating,USA,WA,Seattle,Seattle,3,6/1/10,2010-06,2010-Q2,2010
 Biotechnology ,"12,247,680",operating,USA,NC,NC - Other,Boone,6,1/1/10,2010-01,2010-Q1,2010
 World Domination , -   ,,USA,CA,SF Bay Area,Palo Alto,1,12/7/10,2010-12,2010-Q4,2010
 Networking , -   ,operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Advertising ,"1,000,000",operating,USA,CA,Santa Barbara,Ventura,1,6/22/10,2010-06,2010-Q2,2010
 Social Media ,"40,000",operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Reviews and Recommendations , -   ,operating,USA,CA,SF Bay Area,San Jose,1,1/5/10,2010-01,2010-Q1,2010
 Cars ,"9,431,488",operating,USA,CA,SF Bay Area,San Francisco,4,5/1/10,2010-05,2010-Q2,2010
 Analytics ,"3,000,000",operating,USA,MA,Boston,Cambridge,1,1/1/10,2010-01,2010-Q1,2010
 Subscription Businesses ,"270,000",operating,USA,NY,New York City,Brooklyn,2,1/1/10,2010-01,2010-Q1,2010
 Video ,"106,000,000",operating,USA,CO,Denver,Denver,4,1/1/10,2010-01,2010-Q1,2010
 Sex ,"4,800,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/10,2010-01,2010-Q1,2010
 Curated Web , -   ,operating,USA,CA,SF Bay Area,Mountain View,1,3/1/10,2010-03,2010-Q1,2010
 Social Network Media ,"8,750,000",operating,USA,AZ,Phoenix,Scottsdale,5,4/10/10,2010-04,2010-Q2,2010
 Education ,"29,500,000",operating,USA,CA,SF Bay Area,San Francisco,3,4/1/10,2010-04,2010-Q2,2010
 Finance ,"19,350,000",operating,USA,CA,SF Bay Area,Mountain View,3,4/1/10,2010-04,2010-Q2,2010
 Security ,"250,000",operating,USA,TN,Nashville,Nashville,1,1/1/10,2010-01,2010-Q1,2010
 Software , -   ,acquired,USA,CA,SF Bay Area,San Francisco,1,2/1/10,2010-02,2010-Q1,2010
 Messaging ,"11,000",operating,USA,CA,"Orange County, California",Fountain Valley,1,12/1/10,2010-12,2010-Q4,2010
 Advertising ,"1,800,015",operating,USA,NY,New York City,New York,2,1/1/10,2010-01,2010-Q1,2010
 Health and Wellness ,"6,487,877",operating,USA,CA,Anaheim,Aliso Viejo,1,1/1/10,2010-01,2010-Q1,2010
 Enterprise Software ,"50,000",operating,USA,MT,Bozeman,Bozeman,1,1/1/10,2010-01,2010-Q1,2010
 Analytics , -   ,operating,USA,CA,SF Bay Area,Palo Alto,2,4/1/10,2010-04,2010-Q2,2010
 Mobile ,"1,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,9/1/10,2010-09,2010-Q3,2010
 Analytics ,"7,496,000",operating,USA,CA,SF Bay Area,San Francisco,10,1/1/10,2010-01,2010-Q1,2010
 Video , -   ,operating,USA,CA,SF Bay Area,Mountain View,1,4/20/10,2010-04,2010-Q2,2010
 Crowdfunding ,"24,600,000",operating,USA,MI,Detroit,Detroit,3,1/1/10,2010-01,2010-Q1,2010
 Software ,"12,500,000",operating,USA,IL,IL - Other,Swansea,1,9/10/10,2010-09,2010-Q3,2010
 Finance ,"250,000",operating,USA,CA,Los Angeles,Los Angeles,1,10/1/10,2010-10,2010-Q4,2010
 Crowdsourcing ,"235,000",operating,USA,DE,"Wilmington, Delaware",New Castle,1,9/1/10,2010-09,2010-Q3,2010
 Travel ,"1,740,000",,USA,CA,SF Bay Area,San Francisco,4,5/1/10,2010-05,2010-Q2,2010
 Analytics ,"1,400,000",acquired,USA,NY,New York City,New York,1,4/2/10,2010-04,2010-Q2,2010
 Curated Web ,"4,715,000",acquired,USA,CA,SF Bay Area,San Francisco,3,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"7,500,000",operating,USA,CA,San Diego,San Diego,1,1/1/10,2010-01,2010-Q1,2010
 Big Data ,"2,500,000",operating,USA,CA,Anaheim,Newport Beach,1,1/1/10,2010-01,2010-Q1,2010
 Networking ,"51,000,000",operating,USA,CA,SF Bay Area,Mountain View,2,1/1/10,2010-01,2010-Q1,2010
 Software ,"795,000",operating,USA,MD,Baltimore,Cockeysville,2,1/1/10,2010-01,2010-Q1,2010
 Advertising ,"250,000",operating,USA,MO,MO - Other,Philadelphia,1,1/1/10,2010-01,2010-Q1,2010
 Security ,"1,083,000",operating,USA,MD,Baltimore,Annapolis,2,1/1/10,2010-01,2010-Q1,2010
 Security ,"1,000,000",operating,USA,AZ,Tucson,Tucson,1,1/1/10,2010-01,2010-Q1,2010
 E-Commerce ,"2,000,000",operating,USA,TX,Dallas,Dallas,2,11/1/10,2010-11,2010-Q4,2010
 Biotechnology ,"350,161",operating,USA,NY,New York City,New Windsor,1,1/1/10,2010-01,2010-Q1,2010
 Weddings , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/10,2010-01,2010-Q1,2010
 Content ,"4,350,000",operating,USA,NY,New York City,New York,3,5/1/10,2010-05,2010-Q2,2010
 Local ,"600,000",operating,USA,CA,SF Bay Area,Mountain View,1,4/1/10,2010-04,2010-Q2,2010
 Music ,"4,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,1/1/10,2010-01,2010-Q1,2010
 Internet of Things ,"15,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,1/1/10,2010-01,2010-Q1,2010
 Software ,"20,000",operating,USA,RI,Providence,Providence,1,1/1/10,2010-01,2010-Q1,2010
 Software ,"22,400,000",operating,USA,NY,New York City,New York,4,1/1/10,2010-01,2010-Q1,2010
 Web Hosting ,"2,000,000",operating,USA,CA,SF Bay Area,Palo Alto,1,1/1/10,2010-01,2010-Q1,2010
 Big Data ,"77,892,396",operating,USA,CA,SF Bay Area,San Francisco,6,8/1/10,2010-08,2010-Q3,2010
 Big Data ,"189,700,000",operating,USA,CA,SF Bay Area,Santa Clara,6,3/31/10,2010-03,2010-Q1,2010
 Fashion ,"155,000",operating,USA,CA,Los Angeles,Beverly Hills,1,1/1/10,2010-01,2010-Q1,2010
 Sensors ,"2,000,000",operating,USA,CA,SF Bay Area,Sunnyvale,1,4/5/10,2010-04,2010-Q2,2010
 Health Care ,"2,973,267",operating,USA,CO,Denver,Littleton,3,1/1/10,2010-01,2010-Q1,2010
 Mobile , -   ,operating,USA,CA,Los Angeles,Stevenson Ranch,1,4/14/10,2010-04,2010-Q2,2010
 Transportation , -   ,operating,USA,MI,Detroit,Detroit,1,9/1/10,2010-09,2010-Q3,2010
 Finance ,"516,000",operating,USA,WA,Seattle,Seattle,2,8/1/10,2010-08,2010-Q3,2010
 Software , -   ,closed,USA,CA,Los Angeles,Santa Monica,1,6/10/10,2010-06,2010-Q2,2010
 Software ,"266,000",operating,USA,NC,Charlotte,Charlotte,1,1/1/10,2010-01,2010-Q1,2010
 E-Commerce , -   ,acquired,USA,CA,Anaheim,Irvine,1,1/1/10,2010-01,2010-Q1,2010
 Software ,"500,000",operating,USA,CA,SF Bay Area,Menlo Park,1,1/1/10,2010-01,2010-Q1,2010
 Software , -   ,closed,USA,IL,Chicago,Chicago,1,1/1/10,2010-01,2010-Q1,2010
 Education ,"4,065,000",operating,USA,OH,Cleveland,Lakewood,9,7/1/10,2010-07,2010-Q3,2010
 Business Intelligence , -   ,operating,USA,IL,Chicago,Chicago,1,1/1/10,2010-01,2010-Q1,2010
 Software ,"15,000",operating,USA,NE,Omaha,Lincoln,1,4/15/10,2010-04,2010-Q2,2010
 Manufacturing ,"110,000",operating,USA,TX,Houston,Houston,1,1/1/10,2010-01,2010-Q1,2010
 Software ,"10,000,000",operating,USA,MA,Boston,Waltham,1,1/1/10,2010-01,2010-Q1,2010
 Mobile ,"200,000",operating,USA,CT,Hartford,New Canaan,1,1/1/10,2010-01,2010-Q1,2010
 Fashion ,"690,000",closed,USA,OH,Cincinnati,Cincinnati,1,2/1/10,2010-02,2010-Q1,2010
 Health Care ,"19,000,000",operating,USA,MI,Detroit,Plymouth,2,1/1/10,2010-01,2010-Q1,2010
 Analytics ,"5,000,000",operating,USA,NY,New York City,New York,3,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"3,310,000",operating,USA,MI,Detroit,Plymouth,4,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"128,000,000",operating,USA,CA,SF Bay Area,Redwood City,3,1/1/10,2010-01,2010-Q1,2010
 Clean Technology ,"150,000",operating,USA,MD,Hagerstown,Hagerstown,1,5/9/10,2010-05,2010-Q2,2010
 Email ,"50,000",operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Software , -   ,operating,USA,IL,Chicago,Chicago,1,9/1/10,2010-09,2010-Q3,2010
 Mobile ,"25,000",closed,USA,PA,Pittsburgh,Pittsburgh,1,5/24/10,2010-05,2010-Q2,2010
 Manufacturing ,"825,000",operating,USA,CA,Sacramento,Mi Wuk Village,1,1/1/10,2010-01,2010-Q1,2010
 Health Care Information Technology ,"1,700,000",operating,USA,IN,Indianapolis,Indianapolis,1,1/1/10,2010-01,2010-Q1,2010
 Curated Web , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,4/30/10,2010-04,2010-Q2,2010
 Medical Devices ,"20,000",closed,USA,RI,Providence,Providence,1,1/1/10,2010-01,2010-Q1,2010
 E-Commerce ,"450,000",closed,USA,NY,New York City,New York,1,5/1/10,2010-05,2010-Q2,2010
 Enterprises ,"2,000,000",operating,USA,CA,SF Bay Area,Palo Alto,1,1/1/10,2010-01,2010-Q1,2010
 Health and Wellness ,"3,400,000",operating,USA,TX,Dallas,Dallas,1,1/1/10,2010-01,2010-Q1,2010
 Concerts ,"2,200,000",operating,USA,CA,Los Angeles,Los Angeles,2,7/1/10,2010-07,2010-Q3,2010
 Sales and Marketing ,"95,000",operating,USA,CA,SF Bay Area,San Francisco,1,10/1/10,2010-10,2010-Q4,2010
 Consulting ,"250,000",operating,USA,NY,New York City,New York,1,3/21/10,2010-03,2010-Q1,2010
 Health Care ,"6,927,500",operating,USA,NY,New York City,White Plains,4,1/1/10,2010-01,2010-Q1,2010
 Security , -   ,operating,USA,CA,Anaheim,Aliso Viejo,1,10/1/10,2010-10,2010-Q4,2010
 Medical , -   ,operating,USA,FL,Pensacola,Pensacola,1,1/27/10,2010-01,2010-Q1,2010
 Privacy ,"4,100,000",operating,USA,CA,SF Bay Area,Menlo Park,2,1/1/10,2010-01,2010-Q1,2010
 Publishing ,"1,200,000",operating,USA,DC,"Washington, D.C.",Washington,2,11/1/10,2010-11,2010-Q4,2010
, -   ,operating,USA,AR,Little Rock,Little Rock,1,9/1/10,2010-09,2010-Q3,2010
 Internet ,"4,791,000",operating,USA,MA,Boston,Framingham,4,1/1/10,2010-01,2010-Q1,2010
 Curated Web ,"775,000",acquired,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Social Games ,"300,000",closed,USA,CA,Los Angeles,Los Angeles,2,5/1/10,2010-05,2010-Q2,2010
 Software ,"25,000,000",acquired,USA,NY,New York City,New York,3,1/1/10,2010-01,2010-Q1,2010
 Software ,"1,100,000",operating,USA,NV,Las Vegas,Las Vegas,1,1/1/10,2010-01,2010-Q1,2010
 Development Platforms ,"55,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/10,2010-01,2010-Q1,2010
 Health Care ,"1,000,000",operating,USA,NY,New York City,New York,2,7/1/10,2010-07,2010-Q3,2010
 Health Care ,"1,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,4/9/10,2010-04,2010-Q2,2010
 Enterprise Software ,"50,000",operating,USA,FL,Orlando,Lake Mary,1,1/1/10,2010-01,2010-Q1,2010
 Software ,"100,000",operating,USA,ME,ME - Other,Hampden,1,1/1/10,2010-01,2010-Q1,2010
 Discounts ,"2,500,000",operating,USA,IL,Chicago,Chicago,2,12/1/10,2010-12,2010-Q4,2010
,"126,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/10,2010-01,2010-Q1,2010
 Consulting ,"800,000",operating,USA,UT,Salt Lake City,South Jordan,1,1/1/10,2010-01,2010-Q1,2010
 Web Hosting ,"4,884,228",operating,USA,FL,Palm Beaches,Delray Beach,2,11/1/10,2010-11,2010-Q4,2010
 Web Development ,"248,650,000",operating,USA,UT,Salt Lake City,American Fork,7,10/1/10,2010-10,2010-Q4,2010
 Internet ,"101,060,000",operating,USA,WA,Seattle,Bellevue,4,11/1/10,2010-11,2010-Q4,2010
 Analytics ,"968,000",operating,USA,CA,SF Bay Area,San Francisco,3,1/29/10,2010-01,2010-Q1,2010
 E-Commerce ,"250,000",closed,USA,OH,"Columbus, Ohio",Dublin,1,5/1/10,2010-05,2010-Q2,2010
 Digital Media ,"372,500",operating,USA,TX,Austin,Austin,1,1/1/10,2010-01,2010-Q1,2010
 Curated Web ,"250,000",operating,USA,CA,SF Bay Area,San Francisco,1,6/1/10,2010-06,2010-Q2,2010
 Electronics ,"250,000",closed,USA,TN,Nashville,Madison,1,5/1/10,2010-05,2010-Q2,2010
 Nonprofits , -   ,operating,USA,GA,Atlanta,Atlanta,1,10/1/10,2010-10,2010-Q4,2010
 Advertising ,"1,600,000",operating,USA,CA,SF Bay Area,Mountain View,1,1/1/10,2010-01,2010-Q1,2010
 Medical , -   ,operating,USA,NC,Raleigh,Chapel Hill,1,8/1/10,2010-08,2010-Q3,2010
 Curated Web ,"30,000",closed,USA,MI,Grand Rapids,Zeeland,1,1/1/10,2010-01,2010-Q1,2010
 Fantasy Sports ,"3,052,000",acquired,USA,NY,New York City,New York,2,1/1/10,2010-01,2010-Q1,2010
 Ad Targeting ,"20,500,000",operating,USA,CA,SF Bay Area,San Mateo,2,11/1/10,2010-11,2010-Q4,2010
 Cloud Computing ,"925,000",operating,USA,CA,SF Bay Area,San Francisco,1,3/10/10,2010-03,2010-Q1,2010
 Analytics ,"3,249,999",operating,USA,VA,Richmond,Glen Allen,1,1/1/10,2010-01,2010-Q1,2010
 Big Data Analytics ,"1,625,000",operating,USA,CA,SF Bay Area,Redwood City,3,2/1/10,2010-02,2010-Q1,2010
 Consumers ,"500,000",operating,USA,CA,Anaheim,Irvine,2,1/2/10,2010-01,2010-Q1,2010
 Transportation , -   ,operating,USA,MN,Minneapolis,Shakopee,1,1/1/10,2010-01,2010-Q1,2010
 Big Data ,"200,000,000",operating,USA,CA,Los Angeles,Malibu,1,7/1/10,2010-07,2010-Q3,2010
 Enterprise Security ,"19,000,000",operating,USA,MI,Detroit,Ann Arbor,3,1/1/10,2010-01,2010-Q1,2010
 Software ,"50,000",operating,USA,LA,New Orleans,New Orleans,1,1/1/10,2010-01,2010-Q1,2010
 Software ,"33,300,000",operating,USA,CA,SF Bay Area,San Bruno,3,1/1/10,2010-01,2010-Q1,2010
 Advertising ,"3,000,000",operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Games ,"325,000",operating,USA,NY,New York City,New York,2,1/1/10,2010-01,2010-Q1,2010
 Networking , -   ,operating,USA,FL,FL - Other,Saint Augustine,1,9/20/10,2010-09,2010-Q3,2010
 Clean Technology ,"100,000,000",operating,USA,NJ,Newark,Morristown,1,1/1/10,2010-01,2010-Q1,2010
 Music ,"630,000",operating,USA,CA,Los Angeles,Venice,3,1/20/10,2010-01,2010-Q1,2010
 E-Commerce ,"16,500,000",operating,USA,CA,SF Bay Area,Palo Alto,3,1/1/10,2010-01,2010-Q1,2010
 Restaurants ,"12,125,000",operating,USA,WI,Madison,Madison,4,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"107,676,692",operating,USA,CT,Hartford,Avon,1,1/1/10,2010-01,2010-Q1,2010
 Android ,"1,500,000",operating,USA,CA,Los Angeles,Hermosa Beach,2,1/1/10,2010-01,2010-Q1,2010
 Software ,"500,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/10,2010-01,2010-Q1,2010
 Software ,"3,272,000",operating,USA,CA,SF Bay Area,San Jose,6,8/1/10,2010-08,2010-Q3,2010
 Clean Technology ,"5,828,444",operating,USA,UT,Salt Lake City,Sandy,4,1/1/10,2010-01,2010-Q1,2010
 Environmental Innovation ,"837,000",operating,USA,CA,SF Bay Area,Corte Madera,1,1/1/10,2010-01,2010-Q1,2010
 Analytics ,"12,700,000",acquired,USA,CA,SF Bay Area,San Mateo,2,7/1/10,2010-07,2010-Q3,2010
 Hardware + Software ,"100,000",operating,USA,IA,Des Moines,Ankeny,1,1/1/10,2010-01,2010-Q1,2010
 Wireless , -   ,operating,USA,CA,Los Angeles,Stevenson Ranch,1,7/7/10,2010-07,2010-Q3,2010
 Education ,"8,100,000",operating,USA,CA,SF Bay Area,San Carlos,2,1/1/10,2010-01,2010-Q1,2010
, -   ,operating,USA,TX,Austin,Austin,1,1/1/10,2010-01,2010-Q1,2010
 Hospitality , -   ,operating,USA,CA,Sacramento,Sacramento,1,9/3/10,2010-09,2010-Q3,2010
 Real Estate ,"2,605,000",operating,USA,MA,Boston,Cambridge,2,1/1/10,2010-01,2010-Q1,2010
 Games ,"40,000",closed,USA,CA,Los Angeles,Los Angeles,1,12/1/10,2010-12,2010-Q4,2010
 Enterprise Software ,"3,400,000",acquired,USA,CA,SF Bay Area,Menlo Park,1,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"51,045,109",operating,USA,CA,San Diego,San Diego,4,1/1/10,2010-01,2010-Q1,2010
 Hospitality , -   ,operating,USA,NJ,Newark,Plainfield,1,11/16/10,2010-11,2010-Q4,2010
 Biotechnology ,"1,541,854",operating,USA,TX,San Antonio,San Antonio,3,1/1/10,2010-01,2010-Q1,2010
 Health Care ,"75,000,000",operating,USA,MA,Boston,Cambridge,3,1/1/10,2010-01,2010-Q1,2010
 Hardware + Software ,"138,000",operating,USA,IL,Chicago,Chicago,1,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"250,000",operating,USA,NM,NM - Other,Las Cruces,1,6/24/10,2010-06,2010-Q2,2010
 Internet Marketing ,"500,000",closed,USA,IL,Chicago,Chicago,1,1/14/10,2010-01,2010-Q1,2010
 Curated Web ,"1,020,000",operating,USA,MA,Boston,Boston,4,1/7/10,2010-01,2010-Q1,2010
 SaaS , -   ,operating,USA,NJ,Newark,Parsippany,1,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"18,500,003",operating,USA,CA,SF Bay Area,Menlo Park,3,1/1/10,2010-01,2010-Q1,2010
 Travel ,"15,800,000",operating,USA,MA,Boston,Cambridge,1,1/1/10,2010-01,2010-Q1,2010
 Public Relations , -   ,operating,USA,SC,"Columbia, South Carolina",Columbia,1,1/10/10,2010-01,2010-Q1,2010
 Software ,"40,000",operating,USA,OK,Tulsa,Tulsa,1,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"2,100,000",operating,USA,FL,Ft. Lauderdale,Hollywood,1,1/1/10,2010-01,2010-Q1,2010
 Lifestyle ,"2,000,000",operating,USA,,USA - Other,,2,1/2/10,2010-01,2010-Q1,2010
 Medical Devices ,"2,043,272",operating,USA,CA,SF Bay Area,Berkeley,4,7/1/10,2010-07,2010-Q3,2010
 Mobile ,"4,250,000",acquired,USA,CA,SF Bay Area,San Mateo,1,1/1/10,2010-01,2010-Q1,2010
 Entrepreneur ,"30,000,000",operating,USA,HI,Honolulu,Honolulu,1,1/1/10,2010-01,2010-Q1,2010
 Digital Media ,"7,500,000",operating,USA,MA,MA - Other,Wenham,1,5/1/10,2010-05,2010-Q2,2010
 Gift Card , -   ,operating,USA,IN,Indianapolis,Indianapolis,1,2/2/10,2010-02,2010-Q1,2010
 Hardware + Software ,"1,500,000",operating,USA,CA,Anaheim,Aliso Viejo,2,1/1/10,2010-01,2010-Q1,2010
, -   ,operating,USA,TX,TX - Other,Brownsboro,1,4/15/10,2010-04,2010-Q2,2010
 Synchronization ,"3,675,000",operating,USA,CO,Denver,Boulder,2,1/1/10,2010-01,2010-Q1,2010
 Software , -   ,operating,USA,CA,SF Bay Area,San Mateo,1,12/1/10,2010-12,2010-Q4,2010
 Biotechnology ,"2,249,999",operating,USA,CA,Anaheim,Irvine,1,1/1/10,2010-01,2010-Q1,2010
 E-Commerce ,"1,000,000",operating,USA,NY,New York City,Brooklyn,1,4/1/10,2010-04,2010-Q2,2010
 E-Commerce ,"300,000",operating,USA,MA,Boston,Boston,1,1/1/10,2010-01,2010-Q1,2010
 Curated Web ,"75,000",operating,USA,MA,Boston,Cambridge,1,10/1/10,2010-10,2010-Q4,2010
 Manufacturing ,"125,000",operating,USA,CO,Denver,Broomfield,1,1/1/10,2010-01,2010-Q1,2010
 Education ,"5,700,000",operating,USA,IL,Chicago,Chicago,2,5/18/10,2010-05,2010-Q2,2010
 Biotechnology ,"6,550,000",operating,USA,OR,"Portland, Oregon",Portland,2,1/1/10,2010-01,2010-Q1,2010
 Software ,"90,000",closed,USA,FL,Miami,Miami,1,1/1/10,2010-01,2010-Q1,2010
 Media , -   ,operating,USA,AZ,Phoenix,Scottsdale,1,1/1/10,2010-01,2010-Q1,2010
 Restaurants ,"2,288,898",operating,USA,CA,SF Bay Area,San Francisco,4,10/1/10,2010-10,2010-Q4,2010
 Curated Web ,"11,201,619",operating,USA,IL,Chicago,Skokie,2,1/1/10,2010-01,2010-Q1,2010
 Hardware + Software ,"500,000",operating,USA,CA,Sacramento,Roseville,1,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"2,720,000",operating,USA,FL,Miami,Miami,1,1/1/10,2010-01,2010-Q1,2010
 Analytics ,"6,250,000",operating,USA,MA,Boston,Somerville,3,9/1/10,2010-09,2010-Q3,2010
 Fashion ,"1,100,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/10,2010-01,2010-Q1,2010
 Education , -   ,operating,USA,NJ,Newark,Newark,1,2/13/10,2010-02,2010-Q1,2010
 SaaS ,"14,568,000",operating,USA,MA,Boston,Boston,4,1/1/10,2010-01,2010-Q1,2010
 Advice ,"2,550,000",operating,USA,NY,New York City,New York,4,5/1/10,2010-05,2010-Q2,2010
,"500,000",operating,USA,CA,San Diego,San Diego,1,1/1/10,2010-01,2010-Q1,2010
 Hardware + Software ,"150,000",operating,USA,CA,SF Bay Area,Los Altos,3,3/1/10,2010-03,2010-Q1,2010
, -   ,operating,USA,SC,Greenville - Spartanburg,Greenwood,1,5/1/10,2010-05,2010-Q2,2010
 Hardware + Software ,"29,474,999",operating,USA,CA,SF Bay Area,Mountain View,2,1/1/10,2010-01,2010-Q1,2010
 Fashion ,"18,800,000",acquired,USA,NY,New York City,New York,2,1/1/10,2010-01,2010-Q1,2010
 Video Streaming ,"1,742,379",operating,USA,CA,SF Bay Area,Mountain View,1,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"50,000",operating,USA,CT,Hartford,New Haven,1,1/1/10,2010-01,2010-Q1,2010
 E-Commerce , -   ,operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
,"1,200,000",operating,USA,NY,New York City,New York,2,1/1/10,2010-01,2010-Q1,2010
 Professional Services ,"20,000",operating,USA,IL,Chicago,Chicago,1,11/1/10,2010-11,2010-Q4,2010
 Location Based Services ,"50,000",closed,USA,DE,Dover,Lewes,1,6/10/10,2010-06,2010-Q2,2010
,"37,400,612",operating,USA,MO,St. Louis,St Louis,1,1/1/10,2010-01,2010-Q1,2010
 Music ,"2,750,000",operating,USA,NY,New York City,New York,3,3/1/10,2010-03,2010-Q1,2010
 Internet Marketing ,"5,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/10,2010-01,2010-Q1,2010
 Monetization ,"5,600,000",operating,USA,CA,San Diego,Carlsbad,1,10/1/10,2010-10,2010-Q4,2010
 E-Commerce ,"400,000",operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Finance ,"1,100,000",operating,USA,NY,New York City,New York,1,8/1/10,2010-08,2010-Q3,2010
 Mobile ,"2,020,000",operating,USA,TX,Austin,Austin,3,1/1/10,2010-01,2010-Q1,2010
 Curated Web ,"5,750,000",closed,USA,CA,Los Angeles,Santa Monica,1,3/1/10,2010-03,2010-Q1,2010
 News , -   ,operating,USA,AR,Little Rock,Pine Bluff,1,9/1/10,2010-09,2010-Q3,2010
 Consumer Electronics ,"8,393,798",acquired,USA,CA,SF Bay Area,San Mateo,1,1/1/10,2010-01,2010-Q1,2010
