 market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year
 Software ,"250,000",,USA,MD,Baltimore,Owings Mills,1,12/19/01,2001-12,2001-Q4,2001
 Finance ,"26,248,214",operating,USA,CA,SF Bay Area,Sunnyvale,4,1/1/01,2001-01,2001-Q1,2001
 Semiconductors ,"50,983,427",operating,USA,CA,SF Bay Area,Santa Clara,6,7/1/01,2001-07,2001-Q3,2001
 Public Transportation ,"10,450,218",operating,USA,CA,SF Bay Area,San Carlos,1,1/1/01,2001-01,2001-Q1,2001
 Finance ,"78,029,000",operating,USA,CA,SF Bay Area,San Francisco,3,3/1/01,2001-03,2001-Q1,2001
 Biotechnology ,"21,500,000",operating,USA,TX,Dallas,Frisco,1,1/1/01,2001-01,2001-Q1,2001
 Health and Wellness ,"150,000",operating,USA,IL,Chicago,Chicago,1,1/1/01,2001-01,2001-Q1,2001
 Health and Wellness , -   ,operating,USA,FL,FL - Other,Hallandale,1,1/1/01,2001-01,2001-Q1,2001
 Health and Wellness ,"30,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/02,2002-01,2002-Q1,2002
 Security ,"56,567,194",operating,USA,CA,SF Bay Area,San Francisco,6,1/1/02,2002-01,2002-Q1,2002
 Software ,"435,400",operating,USA,TX,Austin,Austin,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"2,100,000",operating,USA,CA,SF Bay Area,Redwood City,1,1/1/02,2002-01,2002-Q1,2002
 E-Commerce ,"25,478,613",operating,USA,UT,Salt Lake City,Provo,1,1/1/02,2002-01,2002-Q1,2002
 Health and Wellness ,"775,000",operating,USA,FL,Tampa,Tampa,2,1/1/02,2002-01,2002-Q1,2002
 Career Management ,"25,305,000",acquired,USA,CA,SF Bay Area,Santa Clara,4,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"13,793,098",acquired,USA,CA,SF Bay Area,Mountain View,3,1/1/02,2002-01,2002-Q1,2002
 Analytics ,"4,979,639",operating,USA,PA,Pittsburgh,Wexford,4,1/1/02,2002-01,2002-Q1,2002
 Security ,"8,198,838",acquired,USA,CO,Denver,Denver,4,1/1/02,2002-01,2002-Q1,2002
 Software ,"20,000,000",acquired,USA,MA,Boston,Lowell,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"25,000,000",operating,USA,IL,Chicago,Chicago,1,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"439,603",operating,USA,WA,Seattle,Seattle,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"550,000",operating,USA,KY,Louisville,Crestwood,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"6,000,000",operating,USA,IL,Chicago,Rolling Meadows,1,1/1/02,2002-01,2002-Q1,2002
 Security ,"19,000,000",operating,USA,WA,Seattle,Issaquah,2,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"42,500,000",acquired,USA,MA,Boston,Waltham,2,1/1/02,2002-01,2002-Q1,2002
 Hardware + Software ,"10,000",operating,USA,CA,SF Bay Area,Milpitas,1,1/1/02,2002-01,2002-Q1,2002
 Health and Wellness ,"798,542",operating,USA,LA,Baton Rouge,Baton Rouge,2,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"22,200,000",operating,USA,MA,Boston,Woburn,3,1/1/02,2002-01,2002-Q1,2002
,"7,000,341",operating,USA,CO,Denver,Boulder,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"5,540,000",operating,USA,CA,SF Bay Area,Sunnyvale,3,1/1/02,2002-01,2002-Q1,2002
 Games ,"27,500,000",acquired,USA,CA,SF Bay Area,Santa Clara,1,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"20,249,500",operating,USA,MA,Boston,Cambridge,4,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"17,000,000",acquired,USA,ME,ME - Other,Limington,2,1/1/02,2002-01,2002-Q1,2002
 Wireless ,"46,750,000",operating,USA,CA,SF Bay Area,Mountain View,4,1/1/02,2002-01,2002-Q1,2002
 Mobile ,"46,999,996",operating,USA,TX,Dallas,Richardson,6,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"14,000,000",operating,USA,NY,NY - Other,Lisle,1,1/1/02,2002-01,2002-Q1,2002
 Cloud Security ,"51,311,845",operating,USA,TX,Houston,Houston,8,1/1/02,2002-01,2002-Q1,2002
 Health and Wellness ,"14,300,000",operating,USA,UT,Salt Lake City,Salt Lake City,2,1/1/02,2002-01,2002-Q1,2002
 Agriculture ,"27,200,000",acquired,USA,CA,San Diego,San Diego,2,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"30,561,045",operating,USA,FL,Pensacola,Miramar Beach,6,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"74,866,943",operating,USA,NJ,Newark,Cranbury,4,1/1/02,2002-01,2002-Q1,2002
 Medical ,"2,500",operating,USA,NC,Raleigh,Raleigh,1,3/1/02,2002-03,2002-Q1,2002
 Semiconductors ,"39,400,000",operating,USA,CA,SF Bay Area,Santa Clara,3,3/1/02,2002-03,2002-Q1,2002
 Health and Wellness , -   ,operating,USA,NE,NE - Other,Hastings,1,1/1/02,2002-01,2002-Q1,2002
 Advertising ,"33,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,1/1/02,2002-01,2002-Q1,2002
 Medical , -   ,operating,USA,,USA - Other,,1,9/1/02,2002-09,2002-Q3,2002
 Public Relations ,"23,660,962",acquired,USA,TX,Dallas,Richardson,2,1/1/02,2002-01,2002-Q1,2002
 Health and Wellness , -   ,operating,USA,MO,St. Louis,St Louis,1,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"40,000,000",operating,USA,CA,SF Bay Area,Sunnyvale,2,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"101,000,000",operating,USA,CA,Sacramento,Davis,5,1/1/02,2002-01,2002-Q1,2002
 Health and Wellness ,"2,900,150",operating,USA,OK,OK - Other,Ardmore,1,5/1/02,2002-05,2002-Q2,2002
 Software ,"12,638,309",operating,USA,CA,SF Bay Area,Redwood City,3,1/1/02,2002-01,2002-Q1,2002
 Manufacturing ,"6,750,000",operating,USA,NY,New York City,Mount Kisco,1,1/1/02,2002-01,2002-Q1,2002
 Games ,"12,000,000",acquired,USA,CA,SF Bay Area,Pleasanton,1,1/1/02,2002-01,2002-Q1,2002
 Semiconductors ,"31,500,000",operating,USA,CA,SF Bay Area,Mountain View,1,1/1/02,2002-01,2002-Q1,2002
 Communications Hardware ,"30,000,000",operating,USA,CA,SF Bay Area,Sunnyvale,1,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"16,925,741",operating,USA,TN,TN - Other,Quebeck,3,1/1/02,2002-01,2002-Q1,2002
 Nonprofits ,"5,500,000",acquired,USA,OR,"Portland, Oregon",Portland,1,1/1/02,2002-01,2002-Q1,2002
 Hardware + Software , -   ,operating,USA,CA,Los Angeles,Los Angeles,1,1/1/02,2002-01,2002-Q1,2002
 Automotive , -   ,operating,USA,CA,Anaheim,Irvine,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"60,000,000",operating,USA,CA,San Diego,San Diego,4,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"19,400,000",closed,USA,UT,Salt Lake City,Salt Lake City,2,1/1/02,2002-01,2002-Q1,2002
 Semiconductors ,"29,449,981",acquired,USA,CA,Anaheim,Irvine,2,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"4,970,000",operating,USA,MA,Boston,Boston,2,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"27,319,779",operating,USA,FL,Gainesville,Alachua,4,1/1/02,2002-01,2002-Q1,2002
 Web Hosting ,"7,500,000",operating,USA,MA,Boston,Acton,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"82,230,000",operating,USA,CA,SF Bay Area,Sunnyvale,2,1/1/02,2002-01,2002-Q1,2002
 Semiconductors ,"11,999,999",acquired,USA,CA,SF Bay Area,Santa Clara,3,1/1/02,2002-01,2002-Q1,2002
, -   ,,USA,GA,Atlanta,Atlanta,1,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"7,999,999",operating,USA,FL,Gainesville,Alachua,2,1/1/02,2002-01,2002-Q1,2002
 Medical ,"10,000,000",operating,USA,NC,Raleigh,Raleigh,1,1/1/02,2002-01,2002-Q1,2002
, -   ,operating,USA,IL,IL - Other,Quincy,1,3/13/02,2002-03,2002-Q1,2002
 Games ,"95,244,796",acquired,USA,WA,Seattle,Seattle,2,1/1/02,2002-01,2002-Q1,2002
 Software ,"3,113,168",operating,USA,IL,Chicago,Chicago,2,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"4,450,000",operating,USA,NY,New York City,New York,2,1/1/02,2002-01,2002-Q1,2002
 Life Sciences ,"74,639,282",operating,USA,MA,Boston,Lexington,6,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"3,900,000",operating,USA,CA,San Diego,San Diego,2,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"3,978,000",acquired,USA,WI,Madison,Madison,4,1/1/02,2002-01,2002-Q1,2002
 Health and Wellness ,"73,000,000",acquired,USA,CA,SF Bay Area,Brisbane,4,1/1/02,2002-01,2002-Q1,2002
 Software ,"1,268,376",operating,USA,CA,Anaheim,Newport Beach,2,1/1/02,2002-01,2002-Q1,2002
 Curated Web ,"13,300,000",closed,USA,CA,SF Bay Area,Mountain View,2,12/1/02,2002-12,2002-Q4,2002
 E-Commerce ,"700,000",operating,USA,WA,Seattle,Bellevue,1,1/1/02,2002-01,2002-Q1,2002
 Coffee ,"45,700,000",operating,USA,CA,SF Bay Area,Oakland,2,1/1/02,2002-01,2002-Q1,2002
 Web Hosting ,"13,400,000",acquired,USA,CA,SF Bay Area,Cupertino,1,1/1/02,2002-01,2002-Q1,2002
 Public Relations ,"4,000,000",closed,USA,CA,SF Bay Area,Mountain View,1,1/1/02,2002-01,2002-Q1,2002
 Telecommunications ,"1,024,999",operating,USA,MD,Baltimore,Annapolis,1,1/1/02,2002-01,2002-Q1,2002
 Payments ,"165,000,000",operating,USA,MA,Boston,Waltham,2,3/15/02,2002-03,2002-Q1,2002
 E-Commerce ,"3,164,047",acquired,USA,MN,Minneapolis,Eden Prairie,3,1/1/02,2002-01,2002-Q1,2002
 Hardware + Software , -   ,operating,USA,UT,Salt Lake City,Salt Lake City,1,1/1/02,2002-01,2002-Q1,2002
 Energy ,"66,000,000",operating,USA,OR,Medford,Ashland,5,1/1/02,2002-01,2002-Q1,2002
 Manufacturing ,"244,789,135",operating,USA,CA,SF Bay Area,Sunnyvale,9,1/1/02,2002-01,2002-Q1,2002
 Software ,"13,000,000",acquired,USA,IL,Chicago,Chicago,1,1/1/02,2002-01,2002-Q1,2002
 Hardware + Software ,"26,500,000",operating,USA,NC,Raleigh,Morrisville,3,1/1/02,2002-01,2002-Q1,2002
 Lead Generation ,"20,500,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"14,000,000",acquired,USA,FL,Orlando,Lake Mary,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"3,122,503",operating,USA,MA,Boston,Billerica,4,1/1/02,2002-01,2002-Q1,2002
 Search ,"400,000",closed,USA,CO,Denver,Denver,1,6/9/02,2002-06,2002-Q2,2002
 Financial Services , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/02,2002-01,2002-Q1,2002
 Advertising ,"5,000,000",operating,USA,TX,Austin,Austin,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"23,470,000",operating,USA,UT,Salt Lake City,Orem,3,1/1/02,2002-01,2002-Q1,2002
 Financial Services ,"5,000,000",,USA,CA,SF Bay Area,San Francisco,1,1/1/02,2002-01,2002-Q1,2002
 E-Commerce , -   ,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,1,2/1/02,2002-02,2002-Q1,2002
 Enterprise Software ,"42,110,889",operating,USA,FL,Fort Myers,Fort Myers,7,1/1/02,2002-01,2002-Q1,2002
 Software ,"8,000,000",acquired,USA,MA,Boston,Cambridge,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"2,313,485",operating,USA,CA,SF Bay Area,San Jose,2,1/1/02,2002-01,2002-Q1,2002
 Nanotechnology ,"60,820,022",operating,USA,CA,SF Bay Area,Sunnyvale,7,1/1/02,2002-01,2002-Q1,2002
 Pharmaceuticals ,"3,270,326",,USA,FL,Ft. Lauderdale,Weston,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"28,850,000",operating,USA,MA,Boston,Acton,6,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"32,930,335",operating,USA,CA,SF Bay Area,Sunnyvale,3,7/1/02,2002-07,2002-Q3,2002
 Software ,"31,564,207",operating,USA,MA,Boston,Bedford,6,1/1/02,2002-01,2002-Q1,2002
 Enterprise Software ,"4,000,000",operating,USA,SC,"Columbia, South Carolina",Columbia,1,1/1/02,2002-01,2002-Q1,2002
 Web Hosting ,"13,000,000",operating,USA,CA,Napa Valley,Petaluma,1,1/1/02,2002-01,2002-Q1,2002
 Hardware + Software ,"10,371,294",operating,USA,CA,Santa Barbara,Goleta,3,1/1/02,2002-01,2002-Q1,2002
 Software ,"50,000,000",operating,USA,GA,Atlanta,Atlanta,3,1/1/02,2002-01,2002-Q1,2002
 Curated Web ,"1,185,000",acquired,USA,CA,SF Bay Area,San Mateo,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"9,500,000",operating,USA,MA,Boston,Natick,1,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"25,000,000",acquired,USA,PA,Philadelphia,Malvern,2,1/1/02,2002-01,2002-Q1,2002
 Public Relations ,"2,600,000",closed,USA,MD,Hagerstown,Frederick,1,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"217,200,000",operating,USA,NC,Raleigh,Durham,5,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"6,000,000",operating,USA,MO,St. Louis,St Louis,1,1/1/02,2002-01,2002-Q1,2002
 Hardware + Software ,"17,797,546",acquired,USA,CA,SF Bay Area,Santa Clara,3,1/1/02,2002-01,2002-Q1,2002
 Semiconductors ,"87,910,870",operating,USA,CA,Anaheim,Irvine,8,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"500,000",operating,USA,OH,Cleveland,Elyria,1,1/1/02,2002-01,2002-Q1,2002
 Enterprise Software ,"14,200,000",acquired,USA,CA,SF Bay Area,Mountain View,1,1/1/02,2002-01,2002-Q1,2002
 Clean Technology ,"33,750,000",operating,USA,MA,Boston,Chelmsford,2,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"37,000,000",operating,USA,CA,SF Bay Area,Redwood City,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"752,161",operating,USA,NJ,Newark,Paramus,1,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"27,500,002",operating,USA,RI,Providence,Cumberland,3,1/1/02,2002-01,2002-Q1,2002
 Clean Technology ,"5,000,000",operating,USA,CA,SF Bay Area,San Mateo,2,1/1/02,2002-01,2002-Q1,2002
 Games ,"39,533,695",operating,USA,NY,New York City,New York,3,1/1/02,2002-01,2002-Q1,2002
 Web CMS ,"14,650,003",acquired,USA,CA,SF Bay Area,San Mateo,3,1/1/02,2002-01,2002-Q1,2002
 Education ,"28,703,843",operating,USA,MA,Boston,Boston,5,1/1/02,2002-01,2002-Q1,2002
 Software ,"46,000,000",operating,USA,VA,"Washington, D.C.",Reston,1,1/1/02,2002-01,2002-Q1,2002
 Analytics ,"71,426,633",acquired,USA,CO,Denver,Longmont,4,1/1/02,2002-01,2002-Q1,2002
 Health and Wellness , -   ,operating,USA,CO,Denver,Denver,1,1/1/02,2002-01,2002-Q1,2002
 Open Source ,"22,000,000",acquired,USA,CA,SF Bay Area,San Francisco,1,1/1/02,2002-01,2002-Q1,2002
 Security ,"30,000,000",operating,USA,TX,Austin,Austin,2,1/1/02,2002-01,2002-Q1,2002
 Curated Web ,"9,000,000",acquired,USA,CA,Los Angeles,Pasadena,2,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"146,600,003",acquired,USA,CA,SF Bay Area,South San Francisco,4,1/1/02,2002-01,2002-Q1,2002
 Web Hosting ,"24,500,000",acquired,USA,CA,SF Bay Area,Sunnyvale,3,1/1/02,2002-01,2002-Q1,2002
 Games ,"6,200,000",operating,USA,NY,New York City,New York,3,1/1/02,2002-01,2002-Q1,2002
 Shoes ,"200,000,000",operating,USA,CO,CO - Other,Niwot,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"2,375,000",operating,USA,OR,"Portland, Oregon",Portland,2,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"1,942,000",operating,USA,PA,Pittsburgh,Pittsburgh,6,1/1/02,2002-01,2002-Q1,2002
 Software ,"4,000,000",operating,USA,NC,Raleigh,Durham,1,1/1/02,2002-01,2002-Q1,2002
 Advertising ,"86,545,843",operating,USA,CO,Denver,Westminster,6,1/1/02,2002-01,2002-Q1,2002
 Enterprise Software ,"50,000",operating,USA,VT,VT - Other,Williston,1,1/1/02,2002-01,2002-Q1,2002
 Games ,"600,000",operating,USA,CA,SF Bay Area,Los Altos,1,5/1/02,2002-05,2002-Q2,2002
 Reviews and Recommendations , -   ,operating,USA,MA,Boston,Waltham,1,1/1/02,2002-01,2002-Q1,2002
 Hotels ,"30,500,000",operating,USA,TX,Dallas,Dallas,4,1/1/02,2002-01,2002-Q1,2002
 Manufacturing ,"830,000",operating,USA,CA,San Diego,San Diego,1,1/1/02,2002-01,2002-Q1,2002
 Enterprise Software ,"1,200,000",operating,USA,CO,Denver,Greenwood Village,1,1/1/02,2002-01,2002-Q1,2002
 Enterprise Software ,"4,243,914",operating,USA,MD,"Washington, D.C.",Bethesda,3,5/1/02,2002-05,2002-Q2,2002
 E-Commerce ,"19,903,476",operating,USA,CA,San Diego,San Diego,4,1/1/02,2002-01,2002-Q1,2002
 Web Hosting ,"1,760,006",operating,USA,CA,Sacramento Valley,Chico,1,1/1/02,2002-01,2002-Q1,2002
 Automotive ,"4,775,579",closed,USA,CA,Anaheim,Newport Beach,4,1/1/02,2002-01,2002-Q1,2002
 Security ,"10,500,000",acquired,USA,MA,Boston,Framingham,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"425,101",operating,USA,PA,Pittsburgh,Wexford,1,1/1/02,2002-01,2002-Q1,2002
 Enterprise Software ,"500,000",operating,USA,WA,Seattle,Snohomish,1,2/1/02,2002-02,2002-Q1,2002
 Analytics ,"183,498",operating,USA,TX,Houston,Houston,1,12/1/02,2002-12,2002-Q4,2002
 Health and Wellness ,"817,953",operating,USA,CA,SF Bay Area,Fremont,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"1,000,000",acquired,USA,NY,New York City,New York,1,1/1/02,2002-01,2002-Q1,2002
 VoIP ,"16,500,807",operating,USA,CA,SF Bay Area,San Jose,4,1/1/02,2002-01,2002-Q1,2002
 Advertising ,"6,000,000",acquired,USA,CA,SF Bay Area,Sunnyvale,1,1/1/02,2002-01,2002-Q1,2002
 Flash Storage ,"26,000,002",operating,USA,GA,Atlanta,Atlanta,1,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"23,417,332",operating,USA,AL,Huntsville,Huntsville,3,1/1/02,2002-01,2002-Q1,2002
 Security ,"11,000,000",operating,USA,NV,Las Vegas,Las Vegas,1,1/1/02,2002-01,2002-Q1,2002
 Internet ,"125,000",operating,USA,OR,"Portland, Oregon",Portland,1,1/1/02,2002-01,2002-Q1,2002
 Nonprofits ,"250,000",operating,USA,NE,NE - Other,Wisner,1,1/1/02,2002-01,2002-Q1,2002
 iPad , -   ,operating,USA,TX,Austin,Austin,1,1/14/02,2002-01,2002-Q1,2002
 Medical , -   ,operating,USA,NY,New York City,Brooklyn,1,2/12/02,2002-02,2002-Q1,2002
 Health Care ,"156,250,914",operating,USA,CA,SF Bay Area,San Mateo,13,1/1/02,2002-01,2002-Q1,2002
 Software ,"500,000",operating,USA,MA,Boston,Cambridge,2,1/15/02,2002-01,2002-Q1,2002
 Biotechnology ,"2,057,228",operating,USA,NC,Raleigh,Raleigh,3,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"15,896,351",operating,USA,MN,Minneapolis,Saint Paul,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"500,000",operating,USA,TX,Houston,Cypress,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"9,235,625",operating,USA,CA,SF Bay Area,Pleasanton,3,1/1/02,2002-01,2002-Q1,2002
 Advertising ,"125,000",operating,USA,OR,"Portland, Oregon",Portland,1,11/2/02,2002-11,2002-Q4,2002
 Clean Technology ,"2,000,000",closed,USA,CO,Denver,Longmont,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"9,025,000",operating,USA,CA,Los Angeles,Glendale,4,1/1/02,2002-01,2002-Q1,2002
 Business Services ,"84,728,588",operating,USA,NY,New York City,New York,7,1/1/02,2002-01,2002-Q1,2002
 Mobile ,"14,000,000",operating,USA,MA,Boston,Boston,2,1/1/02,2002-01,2002-Q1,2002
 Curated Web ,"17,500,000",operating,USA,MA,Boston,Newton,3,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"77,626,321",operating,USA,NM,Albuquerque,Albuquerque,13,1/1/02,2002-01,2002-Q1,2002
 Enterprise Software ,"77,717,024",operating,USA,MA,Worcester,Westborough,6,1/1/02,2002-01,2002-Q1,2002
 Technology ,"2,500,000",operating,USA,CA,SF Bay Area,Palo Alto,2,1/1/02,2002-01,2002-Q1,2002
 Games ,"10,000,000",operating,USA,CA,SF Bay Area,Santa Clara,2,1/1/02,2002-01,2002-Q1,2002
 Analytics ,"12,000,000",acquired,USA,CA,SF Bay Area,Santa Clara,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"19,000,000",operating,USA,MT,Helena,Toston,3,1/1/02,2002-01,2002-Q1,2002
 Web Hosting ,"18,400,000",operating,USA,CA,SF Bay Area,Mountain View,1,1/1/02,2002-01,2002-Q1,2002
 Fashion ,"2,083,635",operating,USA,NY,New York City,New York,1,1/1/02,2002-01,2002-Q1,2002
 Advertising ,"6,000,000",acquired,USA,CA,SF Bay Area,San Francisco,1,1/1/02,2002-01,2002-Q1,2002
 Enterprise Software ,"28,415,704",operating,USA,MD,"Washington, D.C.",Bethesda,3,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"145,540,487",operating,USA,CA,SF Bay Area,San Francisco,6,1/1/02,2002-01,2002-Q1,2002
 Manufacturing ,"611,387",closed,USA,NY,New York City,New York,2,1/1/02,2002-01,2002-Q1,2002
,"2,400,000",acquired,USA,CA,San Luis Obispo,San Luis Obispo,1,1/1/02,2002-01,2002-Q1,2002
 Manufacturing , -   ,operating,USA,UT,Salt Lake City,Orem,1,1/9/02,2002-01,2002-Q1,2002
 Health Care ,"30,000,000",acquired,USA,CA,SF Bay Area,Sunnyvale,1,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"15,000,000",operating,USA,CA,SF Bay Area,Fremont,1,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"35,772,451",operating,USA,MA,Boston,Amesbury,3,1/1/02,2002-01,2002-Q1,2002
 Software ,"10,000,000",acquired,USA,CA,SF Bay Area,San Mateo,1,10/1/02,2002-10,2002-Q4,2002
 Photo Sharing ,"4,000,000",acquired,USA,NY,New York City,New York,1,5/1/02,2002-05,2002-Q2,2002
 Finance Technology ,"235,000,000",operating,USA,CA,SF Bay Area,San Mateo,2,1/1/02,2002-01,2002-Q1,2002
 E-Commerce ,"90,999,999",operating,USA,NY,New York City,Long Island City,3,7/11/02,2002-07,2002-Q3,2002
 Photography ,"4,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/02,2002-01,2002-Q1,2002
 Sports ,"290,000",operating,USA,CO,Colorado Springs,Colorado Springs,1,1/1/02,2002-01,2002-Q1,2002
 Hardware + Software ,"2,250,000",operating,USA,NY,New York City,New York,1,1/1/02,2002-01,2002-Q1,2002
 Games ,"9,000,000",acquired,USA,NY,New York City,New York,2,1/1/02,2002-01,2002-Q1,2002
 Games ,"10,748,830",operating,USA,CA,Los Angeles,Los Angeles,2,11/1/02,2002-11,2002-Q4,2002
 Games ,"18,600,000",operating,USA,MA,Boston,Waltham,1,1/1/02,2002-01,2002-Q1,2002
,"40,315,041",acquired,USA,CA,SF Bay Area,Fremont,5,1/1/02,2002-01,2002-Q1,2002
 Consulting ,"24,699,999",operating,USA,CA,Los Angeles,Los Angeles,3,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"5,730,000",closed,USA,VA,"Washington, D.C.",Charlottesville,4,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"700,000",operating,USA,TX,Houston,Houston,1,1/1/02,2002-01,2002-Q1,2002
 Web Hosting ,"22,165,091",acquired,USA,NY,New York City,New York,10,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"250,000",operating,USA,MA,Boston,Waltham,1,1/1/02,2002-01,2002-Q1,2002
 Mobile , -   ,,USA,NJ,Newark,South Plainfield,1,1/2/02,2002-01,2002-Q1,2002
 E-Commerce , -   ,operating,USA,NY,NY - Other,Plattsburgh,1,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"855,620",operating,USA,AZ,Phoenix,Scottsdale,1,1/1/02,2002-01,2002-Q1,2002
 Email ,"625,160",operating,USA,MD,"Washington, D.C.",Gaithersburg,2,7/7/02,2002-07,2002-Q3,2002
 Software ,"5,000,000",acquired,USA,NY,New York City,New York,1,1/1/02,2002-01,2002-Q1,2002
 Biotechnology ,"9,557,542",operating,USA,MN,Minneapolis,Minneapolis,2,1/1/02,2002-01,2002-Q1,2002
 Enterprise Software ,"19,500,000",acquired,USA,CA,SF Bay Area,San Mateo,3,1/1/02,2002-01,2002-Q1,2002
 Networking ,"11,800,000",acquired,USA,MA,Boston,Waltham,2,1/1/02,2002-01,2002-Q1,2002
 Enterprise Software ,"6,000,000",acquired,USA,CA,SF Bay Area,Mountain View,1,1/1/02,2002-01,2002-Q1,2002
 Security , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/02,2002-01,2002-Q1,2002
 Hardware + Software ,"5,860,659",operating,USA,MA,Boston,Beverly,4,1/1/02,2002-01,2002-Q1,2002
 Web Hosting ,"48,000,000",closed,USA,CA,SF Bay Area,Mountain View,2,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"80,971,347",operating,USA,CA,SF Bay Area,Mountain View,4,1/1/02,2002-01,2002-Q1,2002
 Health and Wellness ,"12,500,000",operating,USA,UT,Salt Lake City,Draper,1,1/1/02,2002-01,2002-Q1,2002
 Health Care ,"63,500,002",operating,USA,CA,SF Bay Area,San Francisco,5,1/1/02,2002-01,2002-Q1,2002
 Finance ,"3,000,000",operating,USA,FL,Palm Beaches,West Palm Beach,2,1/1/02,2002-01,2002-Q1,2002
 Web Hosting ,"1,000,000",closed,USA,CA,San Diego,San Diego,1,1/1/02,2002-01,2002-Q1,2002
 E-Commerce , -   ,operating,USA,CA,SF Bay Area,Menlo Park,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"14,300,000",,USA,MA,Boston,Boston,2,1/1/02,2002-01,2002-Q1,2002
 Software ,"310,000,000",operating,USA,FL,Orlando,Winter Park,3,1/1/02,2002-01,2002-Q1,2002
 Hardware + Software ,"1,250,000",acquired,USA,OR,"Portland, Oregon",Beaverton,1,1/1/02,2002-01,2002-Q1,2002
 Hospitality ,"2,500,000",operating,USA,TX,Austin,Austin,1,1/1/02,2002-01,2002-Q1,2002
 Software ,"2,710,014",operating,USA,CA,SF Bay Area,Palo Alto,1,1/1/02,2002-01,2002-Q1,2002
 Agriculture ,"40,094,161",operating,USA,CA,Napa Valley,Petaluma,4,1/1/02,2002-01,2002-Q1,2002
